assembly	ncontigs	nbps	ulen	maxlen	n50num	n50len	nonATGC
assembly	ncontigs	nbps	ulen	maxlen	n50num	n50len	nonATGC
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/BackhedF_2015__SID511_M__bin.69.fa	210	998150	4753	24541	51	5733	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/BackhedF_2015__SID599_M__bin.7.fa	15	1262091	84139	309840	4	135597	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/Bengtsson-PalmeJ_2015__TRAVELRES55__bin.113.fa	42	1219813	29043	98835	9	50518	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/Bengtsson-PalmeJ_2015__TRAVELRES56__bin.6.fa	21	1317730	62749	392268	3	171581	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/BritoIL_2016__M1.59.ST__bin.86.fa	232	1027591	4429	16953	60	5609	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/BritoIL_2016__W2.68.ST__bin.39.fa	131	1209853	9235	47494	27	12828	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/CosteaPI_2017__SID713B051-11-0-0__bin.81.fa	60	876476	14607	70263	14	19210	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/HeQ_2017__SZAXPI029560-51__bin.8.fa	66	1043483	15810	61126	16	24786	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/HMP_2012__SRS011134__bin.55.fa	19	1261645	66402	244496	4	176989	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/IjazUZ_2017__S130_a_WGS__bin.9.fa	342	943754	2759	8088	114	2948	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/KarlssonFH_2013__S598__bin.41.fa	222	1392818	6273	73201	44	9276	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/LeChatelierE_2013__MH0099__bin.44.fa	36	1193925	33164	146911	8	48247	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/LeChatelierE_2013__MH0451__bin.82.fa	47	1185864	25231	131896	9	40108	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/LeChatelierE_2013__MH0457__bin.109.fa	41	1119795	27312	118831	7	40286	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/LiJ_2014__MH0355__bin.86.fa	41	1287033	31391	169889	8	61727	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/LiuW_2016__SRR3993041__bin.110.fa	213	621640	2918	11369	67	3051	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/NielsenHB_2014__MH0099__bin.19.fa	41	1165019	28415	131496	8	45377	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/NielsenHB_2014__MH0117__bin.28.fa	51	1144030	22431	129761	8	38367	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/NielsenHB_2014__V1_UC10_2__bin.56.fa	36	1173762	32604	100680	9	50070	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/NielsenHB_2014__V1_UC37_0__bin.35.fa	45	1123592	24968	124008	6	58970	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/VogtmannE_2016__MMRS29805707ST-27-0-0__bin.51.fa	131	995013	7595	40970	32	9663	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/VogtmannE_2016__MMRS94549160ST-27-0-0__bin.9.fa	92	829744	9018	46634	21	11489	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/XieH_2016__YSZC12003_35550__bin.11.fa	61	687570	11271	34206	16	14801	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/XieH_2016__YSZC12003_36118__bin.30.fa	21	1172971	55855	208706	5	84518	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/XieH_2016__YSZC12003_36526__bin.48.fa	7	987604	141086	378213	2	222328	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/ZeeviD_2015__PNP_Main_183__bin.3.fa	24	1223148	50964	227472	4	106942	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/ZeeviD_2015__PNP_Main_223__bin.127.fa	21	1223600	58266	366166	3	103115	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/ZeeviD_2015__PNP_Main_326__bin.18.fa	21	1269879	60470	261368	4	94224	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/ZeeviD_2015__PNP_Main_616__bin.33.fa	46	1258380	27356	138964	7	77619	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/ZeeviD_2015__PNP_Main_688__bin.22.fa	141	986882	6999	25855	38	9439	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/ZellerG_2014__CCIS15794887ST-4-0__bin.48.fa	166	949126	5717	18268	44	7889	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6513/ZellerG_2014__CCIS20795251ST-4-0__bin.48.fa	20	1286612	64330	195443	4	128424	0
assembly	ncontigs	nbps	ulen	maxlen	n50num	n50len	nonATGC
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/BritoIL_2016__M1.1.ST__bin.106.fa	52	3528927	67863	382385	8	135834	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/BritoIL_2016__M1.20.ST__bin.42.fa	405	3383085	8353	51033	89	11800	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/BritoIL_2016__M1.22.ST__bin.45.fa	56	3496338	62434	282573	11	100889	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/BritoIL_2016__M1.26.ST__bin.16.fa	752	2216025	2946	14711	237	3144	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/BritoIL_2016__M1.29.ST__bin.37.fa	35	3179344	90838	356322	7	180879	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/BritoIL_2016__M1.44.ST__bin.7.fa	46	3522354	76572	307727	7	194111	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/BritoIL_2016__M1.52.ST__bin.77.fa	61	3553626	58256	293805	9	119414	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/BritoIL_2016__M2.37.ST__bin.9.fa	791	2380788	3009	10703	252	3216	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/BritoIL_2016__M2.51.ST__bin.49.fa	49	3477480	70968	304138	9	116654	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/BritoIL_2016__M2.58.ST__bin.49.fa	46	3415737	74255	308051	8	132641	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/BritoIL_2016__W1.1.ST__bin.29.fa	110	3482264	31656	270592	19	52496	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/BritoIL_2016__W1.26.ST__bin.22.fa	41	3502328	85422	602134	6	181791	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/BritoIL_2016__W1.2.ST__bin.84.fa	59	3334357	56514	214283	14	94475	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/BritoIL_2016__W1.31.ST__bin.33.fa	44	3372906	76656	306981	9	121767	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/BritoIL_2016__W1.3.ST__bin.9.fa	161	3543393	22008	124172	27	40165	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/BritoIL_2016__W1.53.ST__bin.2.fa	117	3357090	28693	118075	24	49883	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/BritoIL_2016__W1.9.ST__bin.73.fa	44	3393636	77128	309421	7	161279	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/BritoIL_2016__W2.19.ST__bin.23.fa	42	3497265	83268	583429	7	150003	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/BritoIL_2016__W2.39.ST__bin.64.fa	472	3167557	6710	40509	108	9230	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/BritoIL_2016__W2.46.ST__bin.71.fa	43	3626670	84341	311697	8	162907	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/BritoIL_2016__W2.5.ST__bin.28.fa	78	3472496	44519	232032	13	63751	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/BritoIL_2016__W2.61.ST__bin.104.fa	770	3063061	3978	17151	214	4627	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/BritoIL_2016__W2.9.ST__bin.79.fa	783	2704723	3454	20194	227	3881	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/BritoIL_2016__W3.18.ST__bin.6.fa	30	3384359	112811	404061	6	210139	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/BritoIL_2016__WL.1.ST__bin.16.fa	205	3433350	16748	81109	42	25690	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/BritoIL_2016__WL.25.ST__bin.8.fa	607	3123622	5146	42006	157	6488	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/BritoIL_2016__WL.26.ST__bin.9.fa	779	2644701	3394	15386	222	3676	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/BritoIL_2016__WL.3.ST__bin.74.fa	58	3473915	59895	458502	11	85338	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/CM_madagascar__A28_02_1FE__bin.17.fa	638	2161021	3387	15775	181	3747	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/CM_madagascar__A29_01_1FE__bin.4.fa	45	3486932	77487	401107	9	124348	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/CM_madagascar__A62_01_1FE__bin.43.fa	344	3496095	10163	76780	67	15464	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/CM_madagascar__A79_02_1FE__bin.25.fa	58	3277601	56510	189082	13	87985	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/CM_madagascar__A92_01_1FE__bin.44.fa	66	3360885	50922	392118	10	88284	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/LeChatelierE_2013__MH0318__bin.90.fa	745	2857350	3835	31554	196	4462	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/LiuW_2016__SRR3992958__bin.44.fa	399	3226771	8087	40633	93	10461	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/LiuW_2016__SRR3992977__bin.26.fa	707	2490261	3522	17444	211	3809	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/LiuW_2016__SRR3992980__bin.10.fa	561	3130113	5579	27396	130	7370	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/LiuW_2016__SRR3992995__bin.68.fa	160	3385353	21158	126697	32	33000	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/LiuW_2016__SRR3993004__bin.60.fa	632	2856253	4519	21942	168	5518	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/LiuW_2016__SRR3993048__bin.23.fa	692	2406258	3477	16150	202	3848	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/9209/ZeeviD_2015__PNP_Main_293__bin.37.fa	63	3400140	53970	253526	12	86223	0
assembly	ncontigs	nbps	ulen	maxlen	n50num	n50len	nonATGC
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/BackhedF_2015__SID566_M__bin.44.fa	115	1524381	13255	46542	30	16839	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/BritoIL_2016__M1.16.ST__bin.6.fa	302	1426212	4722	26249	76	5708	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/BritoIL_2016__W1.2.ST__bin.63.fa	71	1610856	22688	137044	14	42053	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/ChengpingW_2017__AS9raw__bin.41.fa	264	1445582	5475	34434	58	7691	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/CosteaPI_2017__SID713A077-11-0-0__bin.12.fa	44	1670558	37967	148505	10	59994	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/CosteaPI_2017__SID713B005-11-90-0__bin.33.fa	48	1582981	32978	135960	8	62394	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/CosteaPI_2017__SID713B016-11-90-0__bin.98.fa	67	1091687	16293	68473	15	24468	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/FengQ_2015__SID530026__bin.5.fa	64	1495992	23374	89014	14	33743	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/KarlssonFH_2013__S297__bin.3.fa	370	1318938	3564	21161	103	4133	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/KarlssonFH_2013__S378__bin.10.fa	351	1141010	3250	14037	99	3722	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/KarlssonFH_2013__S393__bin.2.fa	59	1601716	27147	99979	12	46501	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/LeChatelierE_2013__MH0276__bin.40.fa	105	1515996	14438	57735	25	21775	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/LeChatelierE_2013__MH0431__bin.40.fa	44	1535941	34907	96452	10	64646	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/LiJ_2014__MH0303__bin.32.fa	73	1575418	21581	112462	17	30070	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/LiJ_2014__MH0332__bin.43.fa	338	1043662	3087	20921	99	3190	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/LiJ_2014__MH0354__bin.30.fa	65	1592784	24504	84492	13	40171	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/LiJ_2014__MH0396__bin.28.fa	91	1580604	17369	90099	18	30173	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/LiJ_2014__O2.UC44-1__bin.35.fa	306	1238953	4048	17953	81	4787	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/LiSS_2016__FAT_014-22-0-0__bin.39.fa	282	1055181	3741	20580	79	4131	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/LiSS_2016__FAT_014-22-84-0__bin.22.fa	75	1380130	18401	100312	16	32124	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/LoombaR_2017__SID0008_kcu__bin.47.fa	21	1086877	51756	177203	5	79263	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/NielsenHB_2014__O2_UC44_2__bin.59.fa	52	1526855	29362	94660	13	45436	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/SchirmerM_2016__G88815__bin.7.fa	162	1687366	10415	61924	28	19349	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/SchirmerM_2016__G88821__bin.18.fa	99	1555537	15712	80489	19	24472	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/SchirmerM_2016__G89002__bin.2.fa	48	1570716	32723	115983	11	53667	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/SchirmerM_2016__G89006__bin.4.fa	77	1573705	20437	106299	15	31553	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/SchirmerM_2016__G89100__bin.16.fa	49	1146423	23396	106924	10	37018	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/XieH_2016__YSZC12003_37192R1__bin.46.fa	48	1638783	34141	112578	10	51223	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/XieH_2016__YSZC12003_37293__bin.39.fa	42	1635592	38942	142261	9	70018	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/YuJ_2015__SZAXPI017592-142__bin.73.fa	32	1128464	35264	253182	5	60127	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/ZeeviD_2015__PNP_DietIntervention_22__bin.1.fa	131	1571226	11994	84972	27	17964	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/ZeeviD_2015__PNP_DietIntervention_27__bin.7.fa	72	1562598	21702	95616	15	35576	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/ZeeviD_2015__PNP_DietIntervention_55__bin.7.fa	61	1573784	25799	149288	12	43938	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/ZeeviD_2015__PNP_Main_268__bin.20.fa	40	1535515	38387	173898	8	69627	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/ZeeviD_2015__PNP_Main_33__bin.23.fa	56	1526747	27263	201783	10	49389	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/ZeeviD_2015__PNP_Main_429__bin.15.fa	60	1611732	26862	139821	12	44342	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/ZeeviD_2015__PNP_Main_449__bin.40.fa	331	1179295	3562	17509	95	4001	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/ZeeviD_2015__PNP_Main_667__bin.5.fa	225	1487743	6612	75429	47	9281	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/ZeeviD_2015__PNP_Main_739__bin.6.fa	118	1494227	12662	50461	30	18709	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/ZeeviD_2015__PNP_Validation_9__bin.68.fa	55	1533591	27883	82531	12	49077	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/ZellerG_2014__CCIS16383318ST-4-0__bin.93.fa	44	1316750	29926	144995	9	56833	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6817/ZellerG_2014__CCIS74726977ST-3-0__bin.44.fa	32	1531166	47848	232356	6	82719	0
assembly	ncontigs	nbps	ulen	maxlen	n50num	n50len	nonATGC
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/Bengtsson-PalmeJ_2015__TRAVELRES70__bin.47.fa	14	1036534	74038	357584	2	211083	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/BritoIL_2016__M1.26.ST__bin.26.fa	22	1591865	72357	472780	2	327618	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/BritoIL_2016__M2.51.ST__bin.70.fa	45	1610104	35780	184955	7	62088	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/BritoIL_2016__W1.13.ST__bin.20.fa	15	1597516	106501	462193	3	196453	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/BritoIL_2016__WL.30.ST__bin.63.fa	53	1126115	21247	140382	12	28309	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/BritoIL_2016__WL.7.ST__bin.55.fa	23	1577681	68594	364397	4	98594	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/FengQ_2015__SID31300__bin.89.fa	36	1642671	45629	358681	6	69009	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/FengQ_2015__SID31878__bin.51.fa	49	1672906	34140	284936	6	86537	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/HMP_2012__SRS050752__bin.51.fa	334	1072543	3211	13444	101	3425	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/KarlssonFH_2013__S397__bin.8.fa	101	1611986	15960	106166	20	26592	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/KarlssonFH_2013__S462__bin.48.fa	16	1559307	97456	553118	2	474026	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/LeChatelierE_2013__MH0107__bin.1.fa	20	1535717	76785	456872	2	362840	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/LeChatelierE_2013__MH0153__bin.32.fa	126	1399382	11106	49888	28	17549	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/LeChatelierE_2013__MH0174__bin.47.fa	16	1008509	63031	291365	3	116909	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/NielsenHB_2014__MH0107__bin.30.fa	19	1578210	83063	362969	3	141105	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/NielsenHB_2014__MH0123__bin.30.fa	18	838866	46603	135756	4	109602	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/NielsenHB_2014__MH0153__bin.20.fa	168	1513841	9010	49749	35	14398	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/NielsenHB_2014__MH0174__bin.29.fa	21	1555479	74070	291365	4	125830	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/NielsenHB_2014__V1_UC21_4__bin.26.fa	58	1620542	27940	87063	14	44219	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/QinJ_2012__T2D-051__bin.39.fa	6	1551796	258632	566145	2	492326	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/QinN_2014__HD-55__bin.12.fa	15	1654857	110323	566570	2	344376	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/VogtmannE_2016__MMRS25211151ST-27-0-0__bin.16.fa	421	1745900	4147	74230	100	4947	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/XieH_2016__YSZC12003_35519__bin.65.fa	29	1637025	56449	285768	5	90790	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/XieH_2016__YSZC12003_35991__bin.7.fa	19	1259278	66277	193622	5	81306	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/XieH_2016__YSZC12003_36008__bin.114.fa	26	1550482	59633	300475	4	103664	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/XieH_2016__YSZC12003_37202R1__bin.28.fa	17	1573924	92583	411387	3	206860	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/XieH_2016__YSZC12003_37206__bin.8.fa	24	1562000	65083	246960	4	178927	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/XieH_2016__YSZC12003_37210__bin.68.fa	12	1515926	126327	518612	2	350289	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/XieH_2016__YSZC12003_37405__bin.46.fa	35	1687656	48218	419011	4	114987	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/XieH_2016__YSZC12003_37754__bin.22.fa	13	1609408	123800	619789	2	504795	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/XieH_2016__YSZC12003_37797__bin.38.fa	28	1563055	55823	389478	4	93981	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/YuJ_2015__SZAXPI017588-123__bin.34.fa	31	1509968	48708	324312	5	105269	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/ZeeviD_2015__PNP_Main_291__bin.23.fa	21	1603010	76333	501742	2	313124	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/ZeeviD_2015__PNP_Main_612__bin.9.fa	15	1574799	104986	455713	2	403126	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/ZeeviD_2015__PNP_Validation_95__bin.6.fa	69	1548548	22442	119754	11	33405	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/ZellerG_2014__CCIS51595129ST-4-0__bin.50.fa	83	1600029	19277	122729	13	34073	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/6329/ZellerG_2014__CCIS70398272ST-4-0__bin.62.fa	43	1626315	37821	206646	7	78927	0
assembly	ncontigs	nbps	ulen	maxlen	n50num	n50len	nonATGC
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/5832/BackhedF_2015__SID338_12M__bin.15.fa	112	951304	8493	43410	26	12144	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/5832/BackhedF_2015__SID521_12M__bin.19.fa	21	855935	40758	326204	2	178514	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/5832/BackhedF_2015__SID622_12M__bin.11.fa	26	1571197	60430	263718	4	129147	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/5832/DavidLA_2015__LD-Run1-09__bin.15.fa	140	1187707	8483	77365	24	11848	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/5832/GeversD_2014__SKBSTL066__bin.20.fa	237	1245116	5253	32437	59	6457	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/5832/LiJ_2014__O2.UC1-1__bin.41.fa	111	1203213	10839	80156	15	18915	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/5832/NielsenHB_2014__O2_UC1_0__bin.2.fa	170	1082472	6367	29667	37	9006	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/5832/NielsenHB_2014__O2_UC1_2__bin.30.fa	52	1156646	22243	225266	5	63909	0
/home/jshaw/scratch/2022_sketched_distance/references/SGB_genome_fastas_part4/5832/OhJ_2014__MET0251__bin.45.fa	75	886787	11823	92000	10	27288	0
